"","x"
"7160",6
"7161",8
"7162",4
"7163",7
"7164",8
"7165",8
"7166",8
"7167",11
"7168",9
"7169",6
"7170",6
"7171",6
"7172",7
"7173",6
"7174",5
"7175",8
"7176",9
"7177",6
"7178",6
"7179",6
"7180",9
"7181",6
"7182",5
"7183",12
"7184",10
"7185",6
"7186",5
"7187",7
"7188",8
"7189",4
"7190",7
"7191",11
"7192",8
"7193",7
"7194",10
"7195",7
"7196",4
"7197",8
"7198",5
"7199",7
"7200",4
"7201",7
"7202",11
"7203",7
"7204",5
"7205",5
"7206",4
"7207",7
"7208",4
"7209",4
"7210",6
"7211",4
"7212",3
"7213",8
"7214",6
"7215",8
"7216",5
"7217",7
"7218",4
"7219",6
"7220",3
"7221",7
"7222",11
"7223",6
"7224",7
"7225",6
"7226",6
"7227",5
"7228",5
"7229",8
"7230",4
"7231",5
"7232",7
"7233",9
"7234",6
"7235",4
"7236",6
"7237",5
"7238",4
"7239",7
"7240",12
"7241",6
"7242",8
"7243",6
"7244",9
"7245",6
"7246",6
"7247",7
"7248",10
"7249",10
"7250",5
"7251",6
"7252",6
"7253",9
"7254",4
"7255",8
"7256",5
"7257",3
"7258",9
"7259",7
"7260",8
"7261",8
"7262",13
"7263",6
"7264",3
"7265",6
"7266",14
"7267",5
"7268",8
"7269",8
"7270",12
"7271",10
"7272",8
"7273",12
"7274",14
"7275",14
"7276",7
"7277",5
"7278",3
"7279",5
"7280",8
"7281",4
"7282",6
"7283",4
"7284",6
"7285",5
"7286",3
"7287",9
"7288",6
"7289",5
"7290",7
"7291",6
"7292",5
"7293",6
"7294",4
"7295",3
"7296",8
"7297",8
"7298",6
"7299",3
"7300",3
"7301",4
"7302",4
"7303",5
"7304",6
"7305",8
"7306",7
"7307",16
"7308",7
"7309",11
"7310",12
"7311",7
"7312",4
"7313",3
"7314",7
"7315",6
"7316",7
"7317",7
"7318",7
"7319",8
"7320",6
"7321",10
"7322",11
"7323",6
"7324",7
"7325",7
"7326",9
"7327",5
"7328",8
"7329",6
"7330",9
"7331",4
"7332",6
"7333",8
"7334",8
"7335",7
"7336",5
"7337",5
"7338",8
"7339",8
"7340",9
"7341",8
"7342",7
"7343",6
"7344",6
"7345",4
"7346",5
"7347",6
"7348",5
"7349",6
"7350",9
"7351",7
"7352",6
"7353",6
"7354",5
"7355",4
"7356",9
"7357",9
"7358",9
"7359",8
"7360",6
"7361",8
"7362",3
"7363",5
"7364",6
"7365",13
"7366",7
"7367",8
"7368",11
"7369",12
"7370",7
"7371",3
"7372",7
"7373",6
"7374",5
"7375",6
"7376",6
"7377",9
"7378",8
"7379",7
"7380",9
"7381",7
"7382",7
"7383",7
"7384",6
"7385",8
"7386",6
"7387",8
"7388",8
"7389",10
"7390",6
"7391",5
"7392",6
"7393",7
"7394",7
"7395",6
"7396",7
"7397",6
"7398",3
"7399",11
"7400",7
"7401",5
"7402",6
"7403",4
"7404",4
"7405",8
"7406",8
"7407",5
"7408",9
"7409",6
"7410",7
"7411",5
"7412",5
"7413",11
"7414",6
"7415",7
"7416",6
"7417",8
"7418",5
"7419",10
"7420",6
"7421",8
"7422",6
"7423",6
"7424",6
"7425",6
"7426",3
"7427",5
"7428",6
"7429",9
"7430",5
"7431",7
"7432",5
"7433",7
"7434",6
"7435",6
"7436",5
"7437",7
"7438",6
"7439",5
"7440",9
"7441",7
"7442",7
"7443",8
"7444",6
"7445",7
"7446",9
"7447",5
"7448",6
"7449",11
"7450",7
"7451",10
"7452",8
"7453",6
"7454",5
"7455",13
"7456",7
"7457",4
"7458",9
"7459",7
"7460",4
"7461",9
"7462",4
"7463",5
"7464",11
"7465",6
"7466",7
"7467",9
"7468",10
"7469",5
"7470",11
"7471",7
"7472",7
"7473",4
"7474",7
"7475",6
"7476",9
"7477",6
"7478",8
"7479",8
"7480",6
"7481",7
"7482",7
"7483",5
"7484",5
"7485",5
"7486",7
"7487",6
"7488",6
"7489",5
"7490",6
"7491",6
"7492",8
"7493",9
"7494",18
"7495",7
"7496",5
"7497",6
"7498",7
"7499",3
"7500",7
"7501",7
"7502",7
"7503",5
"7504",8
"7505",5
"7506",5
"7507",6
"7508",5
"7509",9
"7510",7
"7511",10
"7512",3
"7513",9
"7514",8
"7515",3
"7516",6
"7517",9
"7518",6
"7519",4
"7520",11
"7521",6
"7522",7
"7523",9
"7524",5
"7525",7
"7526",7
"7527",7
"7528",5
"7529",8
"7530",5
"7531",7
"7532",8
"7533",3
"7534",7
"7535",4
"7536",5
"7537",3
"7538",8
"7539",5
"7540",6
"7541",9
"7542",3
"7543",7
"7544",9
"7545",6
"7546",7
"7547",8
"7548",5
"7549",3
"7550",6
"7551",10
"7552",6
"7553",6
"7554",5
"7555",7
"7556",9
"7557",3
"7558",5
"7559",6
"7560",4
"7561",6
"7562",5
"7563",8
"7564",7
"7565",4
"7566",6
"7567",4
"7568",9
"7569",5
"7570",9
"7571",6
"7572",8
"7573",12
"7574",12
"7575",11
"7576",3
"7577",11
"7578",7
"7579",5
"7580",7
"7581",9
"7582",8
"7583",5
"7584",6
"7585",9
"7586",6
"7587",7
"7588",10
"7589",7
"7590",5
"7591",11
"7592",4
"7593",4
"7594",6
"7595",8
"7596",10
"7597",6
"7598",8
"7599",6
"7600",9
"7601",7
"7602",7
"7603",7
"7604",8
"7605",6
"7606",8
"7607",6
"7608",9
"7609",6
"7610",10
"7611",7
"7612",7
"7613",7
"7614",5
"7615",7
"7616",5
"7617",4
"7618",9
"7619",7
"7620",6
"7621",8
"7622",5
"7623",7
"7624",6
"7625",8
"7626",8
"7627",7
"7628",4
"7629",6
"7630",4
"7631",6
"7632",5
"7633",7
"7634",8
"7635",3
"7636",6
"7637",7
"7638",5
"7639",8
"7640",7
"7641",4
"7642",5
"7643",8
"7644",4
"7645",12
"7646",4
"7647",11
"7648",6
"7649",4
"7650",9
"7651",6
"7652",3
"7653",9
"7654",8
"7655",4
"7656",4
"7657",5
"7658",6
"7659",11
"7660",10
"7661",9
"7662",6
"7663",10
"7664",8
"7665",5
"7666",5
"7667",5
"7668",8
"7669",10
"7670",3
"7671",5
"7672",7
"7673",4
"7674",4
"7675",5
"7676",6
"7677",4
"7678",5
"7679",6
"7680",6
"7681",11
"7682",6
"7683",8
"7684",6
"7685",5
"7686",7
"7687",6
"7688",9
"7689",7
"7690",6
"7691",5
"7692",7
"7693",5
"7694",6
"7695",6
"7696",6
"7697",6
"7698",7
"7699",6
"7700",8
"7701",5
"7702",8
"7703",12
"7704",5
"7705",5
"7706",6
"7707",7
"7708",8
"7709",5
"7710",5
"7711",6
"7712",10
"7713",6
"7714",4
"7715",7
"7716",4
"7717",6
"7718",3
"7719",10
"7720",5
"7721",5
"7722",4
"7723",10
"7724",7
"7725",4
"7726",9
"7727",6
"7728",11
"7729",4
"7730",5
"7731",6
"7732",3
"7733",6
"7734",4
"7735",7
"7736",6
"7737",6
"7738",4
"7739",9
"7740",6
"7741",8
"7742",11
"7743",6
"7744",7
"7745",6
"7746",4
"7747",7
"7748",7
"7749",6
"7750",7
"7751",8
"7752",9
"7753",6
"7754",9
"7755",7
"7756",20
"7757",10
"7758",8
"7759",10
"7760",11
"7761",9
"7762",8
"7763",13
"7764",5
"7765",6
"7766",9
"7767",5
"7768",8
"7769",5
"7770",8
"7771",8
"7772",8
"7773",4
"7774",6
"7775",9
"7776",12
"7777",4
"7778",7
"7779",6
"7780",6
"7781",5
"7782",7
"7783",5
"7784",5
"7785",9
"7786",5
"7787",9
"7788",4
"7789",6
"7790",4
"7791",7
"7792",7
"7793",8
"7794",18
"7795",7
"7796",12
"7797",7
"7798",6
"7799",5
"7800",8
"7801",6
"7802",10
"7803",3
"7804",4
"7805",9
"7806",7
"7807",8
"7808",5
"7809",9
"7810",7
"7811",5
"7812",6
"7813",4
"7814",10
"7815",7
"7816",6
"7817",7
"7818",4
"7819",6
"7820",8
"7821",5
"7822",8
"7823",7
"7824",6
"7825",4
"7826",14
"7827",13
"7828",5
"7829",7
"7830",4
"7831",8
"7832",8
"7833",6
"7834",6
"7835",7
"7836",7
"7837",4
"7838",9
"7839",10
"7840",8
"7841",5
"7842",8
"7843",3
"7844",6
"7845",7
"7846",7
"7847",8
"7848",6
"7849",5
"7850",15
"7851",5
"7852",9
"7853",7
"7854",7
"7855",9
"7856",5
"7857",9
"7858",9
"7859",4
"7860",8
"7861",6
"7862",7
"7863",8
"7864",6
"7865",7
"7866",8
"7867",4
"7868",6
"7869",4
"7870",6
"7871",4
"7872",7
"7873",7
"7874",7
"7875",5
"7876",7
"7877",5
"7878",6
"7879",8
"7880",8
"7881",6
"7882",11
"7883",6
"7884",7
"7885",5
"7886",6
"7887",4
"7888",7
"7889",11
"7890",7
"7891",4
"7892",8
"7893",10
"7894",6
"7895",6
"7896",8
"7897",5
"7898",5
"7899",7
"7900",4
"7901",7
"7902",10
"7903",4
"7904",7
"7905",7
"7906",6
"7907",5
"7908",8
"7909",6
"7910",7
"7911",6
"7912",7
"7913",7
"7914",16
"7915",4
"7916",8
"7917",9
"7918",7
"7919",9
"7920",6
"7921",7
"7922",8
"7923",5
"7924",3
"7925",7
"7926",7
"7927",5
"7928",8
"7929",4
"7930",4
"7931",8
"7932",5
"7933",7
"7934",9
"7935",3
"7936",6
"7937",9
"7938",6
"7939",8
"7940",5
"7941",5
"7942",5
"7943",6
"7944",8
"7945",4
"7946",8
"7947",9
"7948",3
"7949",9
"7950",4
"7951",13
"7952",10
"7953",7
"7954",5
"7955",7
"7956",6
"7957",4
"7958",6
"7959",6
"7960",6
"7961",6
"7962",4
"7963",7
"7964",6
"7965",5
"7966",4
"7967",7
"7968",8
"7969",8
"7970",3
"7971",4
"7972",6
"7973",11
"7974",14
"7975",7
"7976",6
"7977",4
"7978",6
"7979",9
"7980",4
"7981",12
"7982",4
"7983",9
"7984",6
"7985",3
"7986",8
"7987",7
"7988",8
"7989",8
"7990",7
"7991",9
"7992",4
"7993",8
"7994",7
"7995",8
"7996",10
"7997",8
"7998",11
"7999",10
"8000",13
"8001",9
"8002",6
"8003",9
"8004",7
"8005",4
"8006",13
"8007",7
"8008",11
"8009",4
"8010",6
"8011",5
"8012",4
"8013",6
"8014",7
"8015",5
"8016",7
"8017",4
"8018",5
"8019",4
"8020",4
"8021",3
"8022",4
"8023",4
"8024",9
"8025",9
"8026",3
"8027",4
"8028",5
"8029",4
"8030",6
"8031",4
"8032",7
"8033",6
"8034",8
"8035",12
"8036",9
"8037",4
"8038",4
"8039",6
"8040",9
"8041",5
"8042",5
"8043",11
"8044",6
"8045",6
"8046",3
"8047",11
"8048",8
"8049",29
"8050",7
"8051",4
"8052",8
"8053",6
"8054",7
"8055",5
"8056",6
"8057",8
"8058",5
"8059",6
"8060",5
"8061",8
"8062",4
"8063",5
"8064",7
"8065",5
"8066",4
"8067",7
"8068",5
"8069",6
"8070",7
"8071",4
"8072",5
"8073",8
"8074",6
"8075",4
"8076",8
"8077",5
"8078",7
"8079",5
"8080",9
"8081",6
"8082",6
"8083",7
"8084",7
"8085",7
"8086",5
"8087",4
"8088",9
"8089",9
"8090",7
"8091",4
"8092",7
"8093",7
"8094",7
"8095",9
"8096",8
"8097",7
"8098",7
"8099",11
"8100",5
"8101",13
"8102",6
"8103",7
"8104",3
"8105",5
"8106",7
"8107",5
"8108",9
"8109",4
"8110",10
"8111",6
"8112",9
"8113",8
"8114",4
"8115",3
"8116",6
"8117",7
"8118",7
"8119",6
"8120",4
"8121",6
"8122",6
"8123",3
"8124",6
"8125",8
"8126",11
"8127",5
"8128",10
"8129",5
"8130",9
"8131",5
"8132",8
"8133",6
"8134",5
"8135",5
"8136",7
"8137",7
"8138",5
"8139",7
"8140",7
"8141",5
"8142",7
"8143",5
"8144",12
"8145",6
"8146",5
"8147",6
"8148",5
"8149",7
"8150",6
"8151",9
"8152",14
"8153",8
"8154",9
"8155",10
"8156",4
"8157",6
"8158",6
"8159",4
"8160",3
"8161",8
"8162",8
"8163",5
"8164",3
"8165",6
"8166",8
"8167",6
"8168",8
"8169",8
"8170",4
"8171",8
"8172",12
"8173",4
"8174",5
"8175",12
"8176",10
"8177",9
"8178",6
"8179",6
"8180",6
"8181",8
"8182",3
"8183",5
"8184",8
"8185",6
"8186",7
"8187",6
"8188",8
"8189",8
"8190",9
"8191",8
"8192",4
"8193",11
"8194",4
"8195",6
"8196",5
"8197",4
"8198",6
"8199",5
"8200",5
"8201",6
"8202",4
"8203",4
"8204",3
"8205",6
"8206",4
"8207",3
"8208",9
"8209",5
"8210",8
"8211",4
"8212",4
"8213",7
"8214",8
"8215",8
"8216",10
"8217",6
"8218",5
"8219",7
"8220",13
"8221",9
"8222",6
"8223",5
"8224",7
"8225",8
"8226",5
"8227",4
"8228",5
"8229",3
"8230",5
"8231",6
"8232",6
"8233",4
"8234",5
"8235",6
"8236",9
"8237",3
"8238",6
"8239",5
"8240",13
"8241",7
"8242",6
"8243",4
"8244",10
"8245",5
"8246",9
"8247",5
"8248",9
"8249",6
"8250",4
"8251",9
"8252",5
"8253",3
"8254",3
"8255",3
"8256",4
"8257",7
"8258",8
"8259",8
"8260",6
"8261",4
"8262",4
"8263",7
"8264",7
"8265",10
"8266",7
"8267",5
"8268",10
"8269",8
"8270",5
"8271",7
"8272",4
"8273",4
"8274",5
"8275",18
"8276",8
"8277",9
"8278",6
"8279",5
"8280",4
"8281",5
"8282",7
"8283",6
"8284",11
"8285",5
"8286",5
"8287",7
"8288",6
"8289",4
"8290",6
"8291",7
"8292",6
"8293",7
"8294",6
"8295",6
"8296",7
"8297",6
"8298",8
"8299",4
"8300",7
"8301",5
"8302",6
"8303",10
"8304",13
"8305",5
"8306",9
"8307",10
"8308",7
"8309",6
"8310",6
"8311",4
"8312",9
"8313",9
"8314",4
"8315",14
"8316",6
"8317",5
"8318",14
"8319",6
"8320",6
"8321",7
"8322",6
"8323",7
"8324",9
"8325",4
"8326",8
"8327",6
"8328",7
"8329",4
"8330",6
"8331",7
"8332",4
"8333",6
"8334",6
"8335",6
"8336",3
"8337",9
"8338",7
"8339",5
"8340",8
"8341",5
"8342",5
"8343",8
"8344",3
"8345",10
"8346",6
"8347",5
"8348",6
"8349",8
"8350",3
"8351",7
"8352",6
"8353",5
"8354",4
"8355",9
"8356",4
"8357",5
"8358",4
"8359",8
"8360",12
"8361",8
"8362",9
"8363",4
"8364",5
"8365",3
"8366",7
"8367",8
"8368",7
"8369",5
"8370",5
"8371",9
"8372",9
"8373",5
"8374",6
"8375",6
"8376",8
"8377",8
"8378",6
"8379",7
"8380",6
"8381",6
"8382",4
"8383",4
"8384",5
"8385",5
"8386",8
"8387",6
"8388",7
"8389",6
"8390",13
"8391",5
"8392",5
"8393",12
"8394",12
"8395",9
"8396",9
"8397",10
"8398",3
"8399",4
"8400",10
"8401",8
"8402",7
"8403",7
"8404",6
"8405",8
"8406",3
"8407",5
"8408",3
"8409",7
"8410",11
"8411",6
"8412",8
"8413",6
"8414",7
"8415",3
"8416",6
"8417",3
"8418",8
"8419",8
"8420",3
"8421",7
"8422",5
"8423",7
"8424",9
"8425",10
"8426",11
"8427",6
"8428",6
"8429",7
"8430",6
"8431",5
"8432",7
"8433",7
"8434",5
"8435",7
"8436",6
"8437",5
"8438",6
"8439",9
"8440",14
"8441",8
"8442",6
"8443",7
"8444",5
"8445",5
"8446",5
"8447",6
"8448",7
"8449",6
"8450",6
"8451",3
"8452",6
"8453",5
"8454",7
"8455",7
"8456",3
"8457",5
"8458",6
"8459",7
"8460",5
"8461",6
"8462",8
"8463",7
"8464",8
"8465",3
"8466",5
"8467",4
"8468",6
"8469",7
"8470",5
"8471",6
"8472",12
"8473",5
"8474",3
"8475",4
"8476",3
"8477",9
"8478",10
"8479",10
"8480",4
"8481",6
"8482",7
"8483",4
"8484",5
"8485",7
"8486",4
"8487",8
"8488",9
"8489",10
"8490",13
"8491",10
"8492",5
"8493",5
"8494",8
"8495",6
"8496",9
"8497",8
"8498",4
"8499",6
"8500",8
"8501",6
"8502",6
"8503",6
"8504",5
"8505",11
"8506",5
"8507",6
"8508",8
"8509",5
"8510",3
"8511",4
"8512",5
"8513",8
"8514",9
"8515",5
"8516",11
"8517",5
"8518",8
"8519",5
"8520",6
"8521",10
"8522",8
"8523",9
"8524",6
"8525",6
"8526",13
"8527",8
"8528",9
"8529",10
"8530",5
"8531",6
"8532",7
"8533",11
"8534",4
"8535",12
"8536",10
"8537",13
"8538",9
"8539",9
"8540",5
"8541",10
"8542",11
"8543",13
"8544",7
"8545",12
"8546",8
"8547",10
"8548",4
"8549",8
"8550",6
"8551",10
"8552",5
"8553",5
"8554",12
"8555",6
"8556",10
"8557",8
"8558",4
"8559",10
"8560",9
"8561",8
"8562",9
"8563",10
"8564",13
"8565",6
"8566",10
"8567",8
"8568",8
"8569",8
"8570",3
"8571",5
"8572",3
"8573",13
"8574",4
"8575",5
"8576",12
"8577",5
"8578",6
"8579",7
"8580",6
"8581",8
"8582",10
"8583",5
"8584",9
"8585",10
"8586",5
"8587",8
"8588",6
"8589",6
"8590",6
"8591",9
"8592",8
"8593",7
"8594",7
"8595",7
"8596",5
"8597",6
"8598",6
"8599",4
"8600",9
"8601",7
"8602",11
"8603",6
"8604",5
"8605",9
"8606",5
"8607",11
"8608",4
"8609",13
"8610",6
"8611",13
"8612",3
"8613",5
"8614",9
"8615",6
"8616",10
"8617",7
"8618",8
"8619",14
"8620",6
"8621",5
"8622",5
"8623",4
"8624",5
"8625",8
"8626",8
"8627",4
"8628",8
"8629",6
"8630",7
"8631",7
"8632",11
"8633",6
"8634",6
"8635",11
"8636",4
"8637",9
"8638",4
"8639",5
"8640",7
"8641",4
"8642",7
"8643",10
"8644",7
"8645",6
"8646",6
"8647",4
"8648",4
"8649",4
"8650",9
"8651",5
"8652",6
"8653",4
"8654",7
"8655",5
"8656",5
"8657",8
"8658",5
"8659",4
"8660",7
"8661",7
"8662",4
"8663",5
"8664",5
"8665",3
"8666",6
"8667",3
"8668",7
"8669",5
"8670",5
"8671",8
"8672",4
"8673",4
"8674",7
"8675",7
"8676",6
"8677",5
"8678",7
"8679",7
"8680",5
"8681",3
"8682",4
"8683",10
"8684",4
"8685",8
"8686",8
"8687",4
"8688",4
"8689",3
"8690",5
"8691",6
"8692",8
"8693",6
"8694",7
"8695",7
"8696",9
"8697",8
"8698",5
"8699",7
"8700",10
"8701",3
"8702",8
"8703",4
"8704",7
"8705",6
"8706",6
"8707",6
"8708",7
"8709",5
"8710",5
"8711",5
"8712",5
"8713",4
"8714",6
"8715",6
"8716",8
"8717",7
"8718",5
"8719",3
"8720",8
"8721",4
"8722",10
"8723",6
"8724",12
"8725",5
"8726",9
"8727",7
"8728",4
"8729",9
"8730",5
"8731",8
"8732",6
"8733",7
"8734",11
"8735",10
"8736",6
"8737",8
"8738",11
"8739",6
"8740",5
"8741",7
"8742",4
"8743",6
"8744",4
"8745",5
"8746",4
"8747",6
"8748",5
"8749",13
"8750",6
"8751",5
"8752",7
"8753",6
"8754",8
"8755",5
"8756",12
"8757",8
"8758",4
"8759",6
"8760",9
"8761",9
"8762",9
"8763",15
"8764",4
"8765",10
"8766",8
"8767",5
"8768",10
"8769",12
"8770",7
"8771",9
"8772",9
"8773",6
"8774",9
"8775",5
"8776",6
"8777",3
"8778",6
"8779",3
"8780",6
"8781",5
"8782",13
"8783",6
"8784",3
"8785",5
"8786",5
"8787",7
"8788",8
"8789",10
"8790",10
"8791",8
"8792",7
"8793",5
"8794",4
"8795",5
"8796",5
"8797",8
"8798",5
"8799",3
"8800",9
"8801",5
"8802",4
"8803",8
"8804",3
"8805",5
"8806",7
"8807",3
"8808",8
"8809",7
"8810",6
"8811",7
"8812",8
"8813",8
"8814",15
"8815",9
"8816",5
"8817",4
"8818",7
"8819",8
"8820",5
"8821",9
"8822",12
"8823",4
"8824",5
"8825",7
"8826",7
"8827",5
"8828",5
"8829",10
"8830",9
"8831",6
"8832",7
"8833",9
"8834",3
"8835",4
"8836",11
"8837",5
"8838",9
"8839",8
"8840",6
"8841",5
"8842",4
"8843",7
"8844",5
"8845",6
"8846",12
"8847",10
"8848",7
"8849",9
"8850",5
"8851",11
"8852",6
"8853",6
"8854",8
"8855",3
"8856",6
"8857",6
"8858",6
"8859",5
"8860",3
"8861",3
"8862",5
"8863",10
"8864",7
"8865",3
"8866",6
"8867",8
"8868",5
"8869",10
"8870",8
"8871",4
"8872",5
"8873",7
"8874",5
"8875",7
"8876",9
"8877",5
"8878",9
"8879",6
"8880",7
"8881",8
"8882",8
"8883",9
"8884",11
"8885",10
"8886",6
"8887",12
"8888",8
"8889",5
"8890",9
"8891",6
"8892",5
"8893",4
"8894",6
"8895",3
"8896",6
"8897",6
"8898",9
"8899",6
"8900",7
"8901",4
"8902",7
"8903",5
"8904",8
"8905",5
"8906",5
"8907",8
"8908",7
"8909",7
"8910",5
"8911",7
"8912",8
"8913",5
"8914",7
"8915",8
"8916",5
"8917",5
"8918",8
"8919",3
"8920",6
"8921",4
"8922",9
"8923",11
"8924",8
"8925",4
"8926",4
"8927",7
"8928",4
"8929",8
"8930",4
"8931",5
"8932",4
"8933",6
"8934",8
"8935",6
"8936",7
"8937",6
"8938",5
"8939",4
"8940",6
"8941",5
"8942",9
"8943",7
"8944",7
"8945",10
"8946",6
"8947",12
"8948",11
"8949",14
"8950",5
"8951",3
"8952",6
"8953",4
"8954",10
"8955",6
"8956",10
"8957",10
"8958",10
"8959",6
"8960",5
"8961",5
"8962",8
"8963",6
"8964",6
"8965",6
"8966",4
"8967",6
"8968",10
"8969",6
"8970",4
"8971",11
"8972",5
"8973",6
"8974",10
"8975",5
"8976",6
"8977",5
"8978",5
"8979",9
"8980",3
"8981",6
"8982",4
"8983",6
"8984",10
"8985",6
"8986",8
"8987",7
"8988",9
"8989",7
"8990",11
"8991",7
"8992",8
"8993",6
"8994",7
"8995",10
"8996",6
"8997",8
"8998",8
"8999",7
"9000",4
"9001",5
"9002",6
"9003",7
"9004",7
"9005",8
"9006",7
"9007",3
"9008",7
"9009",4
"9010",5
"9011",9
"9012",8
"9013",6
"9014",6
"9015",6
"9016",4
"9017",9
"9018",8
"9019",8
"9020",13
"9021",12
"9022",7
"9023",8
"9024",7
"9025",6
"9026",6
"9027",7
"9028",7
"9029",6
"9030",5
"9031",11
"9032",7
"9033",4
"9034",8
"9035",7
"9036",6
"9037",5
"9038",5
"9039",4
"9040",7
"9041",7
"9042",5
"9043",7
"9044",6
"9045",6
"9046",6
"9047",6
"9048",8
"9049",6
"9050",8
"9051",9
"9052",5
"9053",10
"9054",5
"9055",7
"9056",3
"9057",3
"9058",4
"9059",4
"9060",4
"9061",7
"9062",4
"9063",6
"9064",13
"9065",11
"9066",7
"9067",9
"9068",5
"9069",9
"9070",6
"9071",6
"9072",8
"9073",5
"9074",6
"9075",6
"9076",6
"9077",7
"9078",4
"9079",7
"9080",5
"9081",8
"9082",5
"9083",6
"9084",6
"9085",6
"9086",9
"9087",7
"9088",7
"9089",8
"9090",9
"9091",3
"9092",5
"9093",5
"9094",6
"9095",5
"9096",5
"9097",6
"9098",5
"9099",4
"9100",9
"9101",4
"9102",5
"9103",6
"9104",6
"9105",8
"9106",6
"9107",9
"9108",5
"9109",7
"9110",6
"9111",7
"9112",4
"9113",5
"9114",7
"9115",9
"9116",6
"9117",7
"9118",7
"9119",7
"9120",8
"9121",9
"9122",11
"9123",6
"9124",4
"9125",6
"9126",6
"9127",7
"9128",6
"9129",5
"9130",8
"9131",6
"9132",10
"9133",3
"9134",4
"9135",7
"9136",4
"9137",9
"9138",8
"9139",5
"9140",9
"9141",7
"9142",4
"9143",5
"9144",3
"9145",8
"9146",6
"9147",5
"9148",9
"9149",8
"9150",5
"9151",8
"9152",10
"9153",4
"9154",6
"9155",4
"9156",4
"9157",5
"9158",5
"9159",5
"9160",5
"9161",6
"9162",7
"9163",8
"9164",9
"9165",8
"9166",8
"9167",6
"9168",7
"9169",10
"9170",7
"9171",5
"9172",5
"9173",7
"9174",7
"9175",8
"9176",5
"9177",6
"9178",6
"9179",6
"9180",13
"9181",10
"9182",7
"9183",8
"9184",5
"9185",4
"9186",5
"9187",6
"9188",4
"9189",6
"9190",7
"9191",6
"9192",8
"9193",7
"9194",7
"9195",7
"9196",5
"9197",9
"9198",13
"9199",5
"9200",7
"9201",7
"9202",7
"9203",6
"9204",7
"9205",5
"9206",6
"9207",14
"9208",10
"9209",7
"9210",11
"9211",10
"9212",13
"9213",6
"9214",8
"9215",4
"9216",4
"9217",5
"9218",7
"9219",10
"9220",5
"9221",9
"9222",7
"9223",5
"9224",9
"9225",5
"9226",4
"9227",3
"9228",4
"9229",8
"9230",11
"9231",4
"9232",7
"9233",9
"9234",5
"9235",7
"9236",5
"9237",7
"9238",5
"9239",5
"9240",8
"9241",7
"9242",4
"9243",3
"9244",7
"9245",5
"9246",7
"9247",8
"9248",5
"9249",4
"9250",4
"9251",10
"9252",6
"9253",8
"9254",6
"9255",5
"9256",4
"9257",8
"9258",3
"9259",5
"9260",4
"9261",5
"9262",4
"9263",6
"9264",8
"9265",7
"9266",6
"9267",8
"9268",4
"9269",10
"9270",10
"9271",3
"9272",7
"9273",7
"9274",7
"9275",7
"9276",7
"9277",5
"9278",7
"9279",5
"9280",7
"9281",4
"9282",7
"9283",9
"9284",12
"9285",11
"9286",8
"9287",8
"9288",6
"9289",13
"9290",4
"9291",7
"9292",5
"9293",7
"9294",6
"9295",7
"9296",8
"9297",8
"9298",13
"9299",6
"9300",9
"9301",6
"9302",8
"9303",7
"9304",12
"9305",6
"9306",3
"9307",7
"9308",6
"9309",3
"9310",7
"9311",5
"9312",8
"9313",9
"9314",6
"9315",6
"9316",9
"9317",8
"9318",4
"9319",7
"9320",4
"9321",4
"9322",9
"9323",9
"9324",7
"9325",4
"9326",8
"9327",11
"9328",7
"9329",6
"9330",7
"9331",9
"9332",12
"9333",9
"9334",4
"9335",6
"9336",8
"9337",8
"9338",12
"9339",4
"9340",4
"9341",4
"9342",4
"9343",7
"9344",5
"9345",5
"9346",9
"9347",6
"9348",9
"9349",6
"9350",6
"9351",7
"9352",4
"9353",6
"9354",6
"9355",3
"9356",7
"9357",7
"9358",9
"9359",7
"9360",7
"9361",10
"9362",7
"9363",11
"9364",4
"9365",8
"9366",12
"9367",5
"9368",7
"9369",7
"9370",6
"9371",9
"9372",6
"9373",9
"9374",15
"9375",7
"9376",6
"9377",8
"9378",5
"9379",11
"9380",7
"9381",3
"9382",8
"9383",6
"9384",8
"9385",7
"9386",3
"9387",4
"9388",9
"9389",10
"9390",5
"9391",7
"9392",5
"9393",5
"9394",5
"9395",7
"9396",5
"9397",9
"9398",12
"9399",6
"9400",4
"9401",4
"9402",7
"9403",5
"9404",7
"9405",7
"9406",6
"9407",7
"9408",7
"9409",11
"9410",7
"9411",3
"9412",5
"9413",8
"9414",6
"9415",7
"9416",10
"9417",8
"9418",4
"9419",7
"9420",8
"9421",8
"9422",5
"9423",3
"9424",4
"9425",7
"9426",6
"9427",5
"9428",5
"9429",6
"9430",4
"9431",6
"9432",9
"9433",7
"9434",6
"9435",5
"9436",7
"9437",5
"9438",7
"9439",8
"9440",10
"9441",10
"9442",8
"9443",6
"9444",9
"9445",8
"9446",6
"9447",16
"9448",7
"9449",6
"9450",6
"9451",6
"9452",9
"9453",5
"9454",7
"9455",7
"9456",9
"9457",5
"9458",6
"9459",12
"9460",6
"9461",8
"9462",8
"9463",4
"9464",6
"9465",12
"9466",14
"9467",9
"9468",11
"9469",6
"9470",7
"9471",8
"9472",8
"9473",5
"9474",4
"9475",8
"9476",5
"9477",5
"9478",6
"9479",9
"9480",11
"9481",5
"9482",5
"9483",9
"9484",6
"9485",10
"9486",8
"9487",4
"9488",9
"9489",6
"9490",6
"9491",10
